study_title,authors,year,journal,file,variable,sampling_method,observation_category,,description
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,fish_density_surveys.csv,phase,Visual surveys,In situ observations,,"Phase of the observed parrotfish species (IP=initial phase, TP=terminal phase) or NA for surgeonfish species and Chromis multilineata"
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,fish_density_surveys.csv,fork_length_cm,Visual surveys,In situ observations,,Fork length of the observed fish to the nearest cm for parrotfishes and surgeonfishes and in size bins of a few cm for Chromis multilineata due to their high abundance
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,site,NA,In situ observations,,Study site name
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,latitude,Recorded using a Garmin GPS 72 receiver on a surface float attached via a taught line to the diver ,In situ observations,,Study site latitude in decimal degrees
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,longitude,Recorded using a Garmin GPS 72 receiver on a surface float attached via a taught line to the diver ,In situ observations,,Study site longitude in decimal degrees
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,survey_type,Visual surveys,In situ observations,,"Category of fish taxa being surveyed (parrotfishes=""Scarini survey"", surgeonfishes=""Acanthurid survey"", Chromis mulilineata=""C. multilineata survey"")"
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,duration_min,Recorded using a watch,In situ observations,,Survey duration in minutes
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,survey_area_m2,Recorded using a Garmin GPS 72 receiver on a surface float attached via a taught line to the diver ,In situ observations,,Survey area in square meters calculated based on the Haversine distance between GPS points recorded throughout the survey multiplied by 5m to account for the survey width
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,depth_m,Recorded using a dive computer at one-minute intervals and averaged across the survey,In situ observations,,Mean water column depth in meters of the transect
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,transect,NA,In situ observations,,Transect number for a given survey type and site
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,species,Visual surveys,In situ observations,,Scientific name of the observed species
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,n,Visual surveys,In situ observations,,Observed abundance of individuals of a given species during the survey
Feces consumption by nominally herbivorous fishes in the Caribbean: an underappreciated source of nutrients? ,"Hannah S. Rempel, Abigail K. Siebert, Jacey C. Van Wert, Kelly N. Bodwin, Benjamin I. Ruttenberg",2021,Coral Reefs,summary_fish_density_by_transect.csv,n_per_m2,Visual surveys,In situ observations,,Density of a given species in the abundance per square meter calculated based on 'n' dividude by 'survey_area_m2'
